entry_ts,league,market,selection,sharp_close_prob
2025-10-17T08:45:26.672236+00:00,NBA,ML,HOME,0.5957541318927932
2025-10-17T08:45:26.683506+00:00,NBA,ML,HOME,0.5987625765464526
2025-10-17T08:45:26.694746+00:00,NBA,ML,HOME,0.5990534500718158
2025-10-17T08:45:26.706724+00:00,NBA,ML,HOME,0.6041114014082366
2025-10-17T08:45:26.718261+00:00,NBA,ML,HOME,0.6046144322094763
2025-10-17T08:45:26.729606+00:00,NBA,ML,HOME,0.6065976793763526
2025-10-17T08:45:26.741062+00:00,NBA,ML,HOME,0.6006092813677268
2025-10-17T08:45:26.752526+00:00,NBA,ML,HOME,0.6092363427767042
2025-10-17T08:45:26.763942+00:00,NBA,ML,HOME,0.598504825894964
2025-10-17T08:45:26.775213+00:00,NBA,ML,HOME,0.6044656531079243
2025-10-17T08:45:26.786488+00:00,NBA,ML,HOME,0.5920741579896394
2025-10-17T08:45:26.797881+00:00,NBA,ML,HOME,0.5997872718789797
2025-10-17T08:45:26.809436+00:00,NBA,ML,HOME,0.5962960429599894
2025-10-17T08:45:26.820740+00:00,NBA,ML,HOME,0.5905909169034959
2025-10-17T08:45:26.832080+00:00,NBA,ML,HOME,0.5999397340969909
2025-10-17T08:45:26.843373+00:00,NBA,ML,HOME,0.6075132605841723
2025-10-17T08:45:26.854962+00:00,NBA,ML,HOME,0.6019427728045427
2025-10-17T08:45:26.866272+00:00,NBA,ML,HOME,0.5987552593880346
2025-10-17T08:45:26.877697+00:00,NBA,ML,HOME,0.6079335375568403
2025-10-17T08:45:26.889235+00:00,NBA,ML,HOME,0.5998054339654927
2025-10-17T08:45:26.900638+00:00,NBA,ML,HOME,0.5945633444419747
2025-10-17T08:45:26.912256+00:00,NBA,ML,HOME,0.6009138440259474
2025-10-17T08:45:26.924006+00:00,NBA,ML,HOME,0.6011403304186268
2025-10-17T08:45:26.935538+00:00,NBA,ML,HOME,0.6046971450054579
2025-10-17T08:45:26.947175+00:00,NBA,ML,HOME,0.6058103975636714
2025-10-17T08:45:26.958646+00:00,NBA,ML,HOME,0.6015880542771256
2025-10-17T08:45:26.970568+00:00,NBA,ML,HOME,0.6076389038244585
2025-10-17T08:45:26.982344+00:00,NBA,ML,HOME,0.5908625735815775
2025-10-17T08:45:26.994423+00:00,NBA,ML,HOME,0.5902315448664945
2025-10-17T08:45:27.006346+00:00,NBA,ML,HOME,0.595743572125776
2025-10-17T08:45:27.018019+00:00,NBA,ML,HOME,0.5964569932005395
2025-10-17T08:45:27.029408+00:00,NBA,ML,HOME,0.5998751705128192
2025-10-17T08:45:27.041125+00:00,NBA,ML,HOME,0.5982920562192934
2025-10-17T08:45:27.052633+00:00,NBA,ML,HOME,0.6010347187438627
2025-10-17T08:45:27.064167+00:00,NBA,ML,HOME,0.5963785866127188
2025-10-17T08:45:27.075527+00:00,NBA,ML,HOME,0.6021048365889318
2025-10-17T08:45:27.087633+00:00,NBA,ML,HOME,0.6075555245045877
2025-10-17T08:45:27.099598+00:00,NBA,ML,HOME,0.6001566971911976
2025-10-17T08:45:27.110936+00:00,NBA,ML,HOME,0.6010419431362736
2025-10-17T08:45:27.122330+00:00,NBA,ML,HOME,0.6043115897973776
2025-10-17T08:45:27.134020+00:00,NBA,ML,HOME,0.6017372124495908
2025-10-17T08:45:27.145939+00:00,NBA,ML,HOME,0.6083850822248511
2025-10-17T08:45:27.157374+00:00,NBA,ML,HOME,0.5952220895567494
2025-10-17T08:45:27.169181+00:00,NBA,ML,HOME,0.6038145918188335
2025-10-17T08:45:27.180603+00:00,NBA,ML,HOME,0.6043350262816171
2025-10-17T08:45:27.191993+00:00,NBA,ML,HOME,0.6018485989821019
2025-10-17T08:45:27.203328+00:00,NBA,ML,HOME,0.5997583796701342
2025-10-17T08:45:27.214902+00:00,NBA,ML,HOME,0.6037543225459278
2025-10-17T08:45:27.226503+00:00,NBA,ML,HOME,0.5945680302021602
2025-10-17T08:45:27.238289+00:00,NBA,ML,HOME,0.5983207937153349
2025-10-17T08:45:27.250041+00:00,NBA,ML,HOME,0.5987411569952951
2025-10-17T08:45:27.261921+00:00,NBA,ML,HOME,0.6044201506578634
2025-10-17T08:45:27.273506+00:00,NBA,ML,HOME,0.5973448644190329
2025-10-17T08:45:27.285205+00:00,NBA,ML,HOME,0.6002791603567041
2025-10-17T08:45:27.296638+00:00,NBA,ML,HOME,0.6005309096531128
2025-10-17T08:45:27.308252+00:00,NBA,ML,HOME,0.5954766039229873
2025-10-17T08:45:27.319718+00:00,NBA,ML,HOME,0.6096535762862835
2025-10-17T09:30:23.877750+00:00,NBA,ML,HOME,0.5942477440209677
2025-10-17T09:30:23.884295+00:00,NBA,ML,HOME,0.6005812129617178
2025-10-17T09:30:23.895981+00:00,NBA,ML,HOME,0.5996698465121939
2025-10-17T09:30:23.907186+00:00,NBA,ML,HOME,0.6057944130041449
2025-10-17T09:30:23.918516+00:00,NBA,ML,HOME,0.5958872933066298
2025-10-17T09:30:23.929707+00:00,NBA,ML,HOME,0.5961727796781796
2025-10-17T09:30:23.941156+00:00,NBA,ML,HOME,0.6015612136453576
2025-10-17T09:30:23.952382+00:00,NBA,ML,HOME,0.6042007823848126
2025-10-17T09:30:23.963459+00:00,NBA,ML,HOME,0.6068559758518126
2025-10-17T09:30:23.974694+00:00,NBA,ML,HOME,0.6009065570163549
2025-10-17T09:30:23.985829+00:00,NBA,ML,HOME,0.59655440300655
2025-10-17T09:30:23.996903+00:00,NBA,ML,HOME,0.6021943892412167
2025-10-17T09:30:24.008100+00:00,NBA,ML,HOME,0.608414348858079
2025-10-17T09:30:24.019315+00:00,NBA,ML,HOME,0.5970332638240003
2025-10-17T09:30:24.030889+00:00,NBA,ML,HOME,0.6083784316166896
2025-10-17T09:30:24.042128+00:00,NBA,ML,HOME,0.5945475732296611
2025-10-17T09:30:24.053326+00:00,NBA,ML,HOME,0.596716123812213
2025-10-17T09:30:24.064390+00:00,NBA,ML,HOME,0.5975651375960721
2025-10-17T09:30:24.075614+00:00,NBA,ML,HOME,0.5976730744551361
2025-10-17T09:30:24.086970+00:00,NBA,ML,HOME,0.6092355623621154
2025-10-17T09:30:24.098481+00:00,NBA,ML,HOME,0.599890812770197
2025-10-17T09:30:24.110008+00:00,NBA,ML,HOME,0.6000271877893382
2025-10-17T09:30:24.122875+00:00,NBA,ML,HOME,0.5978278817822706
2025-10-17T09:30:24.136520+00:00,NBA,ML,HOME,0.603647463545319
2025-10-17T09:30:24.147988+00:00,NBA,ML,HOME,0.6071174874631093
2025-10-17T09:30:24.160505+00:00,NBA,ML,HOME,0.5962156447042525
2025-10-17T09:30:24.172082+00:00,NBA,ML,HOME,0.6009490490157788
2025-10-17T09:30:24.183492+00:00,NBA,ML,HOME,0.6050778954060377
2025-10-17T09:30:24.194936+00:00,NBA,ML,HOME,0.59892795283362
2025-10-17T09:30:24.206398+00:00,NBA,ML,HOME,0.6040767863008984
2025-10-17T09:30:24.218027+00:00,NBA,ML,HOME,0.5987931741851934
2025-10-17T09:30:24.229804+00:00,NBA,ML,HOME,0.5975965661652428
2025-10-17T09:30:24.241490+00:00,NBA,ML,HOME,0.6059247188320851
2025-10-17T09:30:24.253810+00:00,NBA,ML,HOME,0.5968075539813182
2025-10-17T09:30:24.265475+00:00,NBA,ML,HOME,0.6022038126306771
2025-10-17T09:30:24.277597+00:00,NBA,ML,HOME,0.6043896878715981
2025-10-17T09:30:24.289072+00:00,NBA,ML,HOME,0.5975708693019872
2025-10-17T09:30:24.300928+00:00,NBA,ML,HOME,0.5978562178076919
2025-10-17T09:30:24.312950+00:00,NBA,ML,HOME,0.5927453603388437
2025-10-17T09:30:24.325129+00:00,NBA,ML,HOME,0.6075352284102175
2025-10-17T09:30:24.336451+00:00,NBA,ML,HOME,0.5988172144926225
2025-10-17T09:30:24.347713+00:00,NBA,ML,HOME,0.6092508605051551
2025-10-17T09:30:24.359344+00:00,NBA,ML,HOME,0.601670617203504
2025-10-17T09:30:24.370897+00:00,NBA,ML,HOME,0.5985574290627537
2025-10-17T09:30:24.382229+00:00,NBA,ML,HOME,0.5953130094627863
2025-10-17T09:30:24.393378+00:00,NBA,ML,HOME,0.5971171332077314
2025-10-17T09:30:24.404599+00:00,NBA,ML,HOME,0.5896157769435916
2025-10-17T09:30:24.415654+00:00,NBA,ML,HOME,0.5984219749820483
2025-10-17T09:30:24.426812+00:00,NBA,ML,HOME,0.6018133296027245
2025-10-17T09:30:24.437931+00:00,NBA,ML,HOME,0.6024713127712628
2025-10-17T09:30:24.449098+00:00,NBA,ML,HOME,0.6034839278922731
2025-10-17T09:30:24.460260+00:00,NBA,ML,HOME,0.5972922222452974
2025-10-17T09:30:24.472045+00:00,NBA,ML,HOME,0.5978261696276669
2025-10-17T09:30:24.483206+00:00,NBA,ML,HOME,0.6023319374500448
2025-10-17T09:30:24.494378+00:00,NBA,ML,HOME,0.6012228533616576
2025-10-17T09:30:24.505740+00:00,NBA,ML,HOME,0.5964175286916334
2025-10-17T09:30:24.518900+00:00,NBA,ML,HOME,0.6028152860484738
2025-10-17T09:30:24.532935+00:00,NBA,ML,HOME,0.608722929934871
2025-10-17T09:30:24.545551+00:00,NBA,ML,HOME,0.5996814139782174
2025-10-17T09:30:24.557465+00:00,NBA,ML,HOME,0.6012371874394876
2025-10-17T09:30:24.569371+00:00,NBA,ML,HOME,0.5965200300515645
2025-10-17T09:30:24.581712+00:00,NBA,ML,HOME,0.6066693070245807
2025-10-17T09:30:24.593810+00:00,NBA,ML,HOME,0.6016722808617794
2025-10-17T09:30:24.605829+00:00,NBA,ML,HOME,0.5988045666053521
2025-10-17T09:30:24.617790+00:00,NBA,ML,HOME,0.6016672709207039
2025-10-17T09:30:24.631754+00:00,NBA,ML,HOME,0.5989532552875257
2025-10-17T09:30:24.644814+00:00,NBA,ML,HOME,0.6068602012782662
2025-10-17T09:30:24.657151+00:00,NBA,ML,HOME,0.5968123309455114
2025-10-17T09:30:24.669106+00:00,NBA,ML,HOME,0.6043557013869829
2025-10-17T09:30:24.680980+00:00,NBA,ML,HOME,0.6004781663548486
2025-10-17T09:30:24.693063+00:00,NBA,ML,HOME,0.6009555171259555
2025-10-17T09:30:24.705204+00:00,NBA,ML,HOME,0.5947670800707829
2025-10-17T09:30:24.717495+00:00,NBA,ML,HOME,0.5988279955365065
2025-10-17T09:30:24.730104+00:00,NBA,ML,HOME,0.5990830306782325
2025-10-17T09:30:24.742917+00:00,NBA,ML,HOME,0.6057179411440629
2025-10-17T09:30:24.755097+00:00,NBA,ML,HOME,0.591355197047815
2025-10-17T09:30:24.767063+00:00,NBA,ML,HOME,0.6000258084443302
2025-10-17T09:30:24.779894+00:00,NBA,ML,HOME,0.5934522465756974
2025-10-17T09:30:24.792730+00:00,NBA,ML,HOME,0.598801816969915
2025-10-17T09:30:24.805129+00:00,NBA,ML,HOME,0.601728232073048
2025-10-17T09:30:24.817293+00:00,NBA,ML,HOME,0.6013118747954412
2025-10-17T09:30:24.829557+00:00,NBA,ML,HOME,0.6025233663143494
2025-10-17T09:30:24.841653+00:00,NBA,ML,HOME,0.5973941637213395
2025-10-17T09:30:24.853694+00:00,NBA,ML,HOME,0.6074823616403738
2025-10-17T09:30:24.865797+00:00,NBA,ML,HOME,0.6034244203319129
2025-10-17T09:30:24.877875+00:00,NBA,ML,HOME,0.6018472758340356
2025-10-17T09:30:24.889999+00:00,NBA,ML,HOME,0.606402682562825
2025-10-17T09:30:24.902519+00:00,NBA,ML,HOME,0.6069109075768852
2025-10-17T09:30:24.914708+00:00,NBA,ML,HOME,0.6101545291292376
2025-10-17T09:30:24.926625+00:00,NBA,ML,HOME,0.6052714163834377
2025-10-17T09:30:24.938495+00:00,NBA,ML,HOME,0.5913966917223591
2025-10-17T09:30:24.950629+00:00,NBA,ML,HOME,0.5934270377771131
2025-10-17T09:30:24.964006+00:00,NBA,ML,HOME,0.5896150973547312
2025-10-17T09:30:24.975944+00:00,NBA,ML,HOME,0.5993346481369087
2025-10-17T09:30:24.988173+00:00,NBA,ML,HOME,0.6123649171799564
2025-10-17T09:30:25.000082+00:00,NBA,ML,HOME,0.5924700331504635
2025-10-17T09:30:25.012426+00:00,NBA,ML,HOME,0.5980733717529231
2025-10-17T09:30:25.024511+00:00,NBA,ML,HOME,0.5999683046881886
2025-10-17T09:30:25.036858+00:00,NBA,ML,HOME,0.598096114523351
2025-10-17T09:30:25.048866+00:00,NBA,ML,HOME,0.6062576859459288
2025-10-17T09:30:25.060797+00:00,NBA,ML,HOME,0.5957301721034565
2025-10-17T09:30:25.072727+00:00,NBA,ML,HOME,0.6089540599756199
2025-10-17T09:30:25.084952+00:00,NBA,ML,HOME,0.6075125172802045
2025-10-17T09:30:25.097579+00:00,NBA,ML,HOME,0.6037978614302474
2025-10-17T09:30:25.109647+00:00,NBA,ML,HOME,0.6024305032591052
2025-10-17T09:30:25.121716+00:00,NBA,ML,HOME,0.5935109229579473
2025-10-17T09:30:25.133773+00:00,NBA,ML,HOME,0.5999567199334753
2025-10-17T09:30:25.147886+00:00,NBA,ML,HOME,0.5987088558833865
2025-10-17T09:30:25.161266+00:00,NBA,ML,HOME,0.5987383302467842
2025-10-17T09:30:25.173510+00:00,NBA,ML,HOME,0.6139713015245023
2025-10-17T09:30:25.185556+00:00,NBA,ML,HOME,0.5988961331272488
2025-10-17T09:30:25.197490+00:00,NBA,ML,HOME,0.5954657517955048
2025-10-17T09:30:25.209699+00:00,NBA,ML,HOME,0.5898246334863446
2025-10-17T09:30:25.221713+00:00,NBA,ML,HOME,0.6072223589380054
2025-10-17T09:30:25.234076+00:00,NBA,ML,HOME,0.6058276763871485
2025-10-17T09:30:25.246023+00:00,NBA,ML,HOME,0.5952578603958509
2025-10-17T09:30:25.257968+00:00,NBA,ML,HOME,0.6034984739324387
2025-10-17T09:30:25.269842+00:00,NBA,ML,HOME,0.6012625866715148
2025-10-17T09:30:25.282030+00:00,NBA,ML,HOME,0.6063606651071343
2025-10-17T09:30:25.294127+00:00,NBA,ML,HOME,0.6008227581584503
2025-10-17T09:30:25.306182+00:00,NBA,ML,HOME,0.6062587957408964
2025-10-17T09:30:25.318202+00:00,NBA,ML,HOME,0.5977917014008958
2025-10-17T09:30:25.330916+00:00,NBA,ML,HOME,0.6031379376821846
2025-10-17T09:30:25.342991+00:00,NBA,ML,HOME,0.609427986586924
2025-10-17T09:30:25.355104+00:00,NBA,ML,HOME,0.5997683892622847
2025-10-17T09:30:25.367065+00:00,NBA,ML,HOME,0.6010698840069645
2025-10-17T09:30:25.379121+00:00,NBA,ML,HOME,0.602098329670643
2025-10-17T09:30:25.391048+00:00,NBA,ML,HOME,0.6052029302625621
2025-10-17T09:30:25.403154+00:00,NBA,ML,HOME,0.6106841902031009
2025-10-17T09:30:25.415579+00:00,NBA,ML,HOME,0.5991021942876176
2025-10-17T09:30:25.427540+00:00,NBA,ML,HOME,0.5971401983378147
2025-10-17T09:30:25.439667+00:00,NBA,ML,HOME,0.6053539104390729
2025-10-17T09:30:25.451648+00:00,NBA,ML,HOME,0.6008708636690248
2025-10-17T09:30:25.465262+00:00,NBA,ML,HOME,0.6053452362393239
2025-10-17T09:30:25.477525+00:00,NBA,ML,HOME,0.6020878141323872
2025-10-17T09:30:25.489796+00:00,NBA,ML,HOME,0.6060782916966033
2025-10-17T09:30:25.501745+00:00,NBA,ML,HOME,0.5976381512236287
2025-10-17T09:30:25.514032+00:00,NBA,ML,HOME,0.5880869885865796
2025-10-17T09:30:25.526109+00:00,NBA,ML,HOME,0.5978745739937592
2025-10-17T09:30:25.538385+00:00,NBA,ML,HOME,0.6041770373647198
2025-10-17T09:30:25.550350+00:00,NBA,ML,HOME,0.6001238686389654
2025-10-17T09:30:25.562508+00:00,NBA,ML,HOME,0.6031335252345844
2025-10-17T09:30:25.574840+00:00,NBA,ML,HOME,0.6010055232725942
2025-10-17T09:30:25.587381+00:00,NBA,ML,HOME,0.5957541318927932
2025-10-17T09:30:25.599538+00:00,NBA,ML,HOME,0.5987625765464526
2025-10-17T09:30:25.611788+00:00,NBA,ML,HOME,0.5990534500718158
2025-10-17T09:30:25.623970+00:00,NBA,ML,HOME,0.6041114014082366
2025-10-17T09:30:25.635934+00:00,NBA,ML,HOME,0.6046144322094763
2025-10-17T09:30:25.648104+00:00,NBA,ML,HOME,0.6065976793763526
